1767	3116	2318
1767	3116	2318
1767	3116	2318
1767	3116	2318
1767	3116	2318
1767	3116	2317
1767	3116	2318
1767	3116	2318
1767	3116	2318
1767	3116	2318
1767	3116	2318
1767	3116	2318
1767	3116	2318
1766	3116	2318
1767	3116	2318
1766	3116	2318
1764	3116	2318
1761	3116	2318
1757	3116	2318
1752	3117	2318
1747	3117	2318
1743	3118	2318
1739	3117	2318
1735	3117	2318
1730	3118	2318
1724	3120	2318
1714	3119	2318
1704	3119	2318
1694	3119	2318
1682	3119	2318
1669	3119	2319
1655	3119	2322
1643	3119	2327
1633	3119	2335
1624	3119	2341
1618	3119	2349
1612	3117	2356
1608	3117	2365
1603	3117	2378
1597	3117	2394
1589	3117	2414
1580	3111	2435
1570	3095	2455
1562	3075	2475
1554	3060	2494
1547	3051	2511
1540	3040	2528
1536	3030	2543
1532	3022	2557
1529	3013	2572
1526	3006	2588
1524	2997	2604
1523	2989	2620
1523	2980	2633
1523	2970	2646
1523	2959	2659
1523	2947	2673
1523	2933	2688
1523	2917	2707
1523	2899	2725
1523	2878	2744
1523	2857	2761
1523	2835	2779
1521	2814	2796
1517	2795	2814
1513	2776	2830
1508	2759	2847
1503	2743	2863
1501	2726	2880
1497	2708	2896
1495	2690	2914
1493	2669	2931
1491	2649	2946
1491	2632	2957
1491	2617	2967
1491	2605	2973
1491	2595	2977
1491	2587	2979
1491	2578	2980
1491	2571	2980
1491	2562	2980
1491	2554	2979
1491	2544	2980
1491	2532	2980
1491	2517	2980
1491	2499	2979
1491	2478	2978
1491	2456	2971
1491	2439	2953
1491	2427	2932
1491	2419	2910
1491	2412	2892
1491	2400	2876
1491	2382	2855
1491	2360	2825
1491	2339	2784
1491	2319	2739
1490	2299	2692
1487	2287	2654
1483	2279	2620
1479	2277	2587
1474	2277	2551
1467	2277	2515
1460	2277	2482
1452	2277	2453
1443	2277	2428
1433	2277	2409
1422	2277	2393
1411	2277	2379
1399	2277	2365
1387	2277	2351
1376	2277	2338
1367	2277	2329
1354	2277	2319
1343	2277	2311
1331	2277	2306
1319	2277	2302
1308	2277	2299
1298	2277	2297
1287	2277	2296
1274	2277	2295
1261	2277	2296
1246	2277	2296
1229	2277	2295
1211	2277	2295
1192	2277	2294
1171	2277	2294
1150	2277	2294
1130	2277	2294
1107	2277	2294
1087	2277	2294
1066	2277	2294
1045	2277	2294
1025	2277	2294
1002	2277	2294
980	2277	2294
960	2277	2294
940	2277	2294
921	2277	2294
903	2277	2294
884	2277	2294
863	2277	2294
844	2277	2294
823	2277	2295
803	2277	2295
782	2277	2295
760	2277	2295
740	2277	2295
719	2277	2295
698	2277	2295
679	2277	2295
661	2277	2295
643	2277	2295
625	2277	2295
607	2277	2295
590	2277	2295
575	2277	2295
561	2277	2295
547	2277	2296
535	2277	2297
523	2277	2299
512	2277	2303
503	2277	2308
494	2277	2317
487	2277	2327
478	2277	2335
470	2277	2339
463	2276	2342
454	2277	2344
443	2277	2344
433	2277	2344
420	2276	2345
408	2276	2347
395	2276	2352
383	2276	2362
373	2277	2377
367	2277	2396
362	2277	2418
358	2276	2441
359	2277	2463
358	2277	2482
360	2277	2497
362	2277	2511
364	2276	2521
366	2277	2529
366	2277	2536
366	2277	2542
367	2276	2548
367	2276	2558
367	2277	2569
366	2277	2582
366	2276	2590
365	2277	2595
364	2277	2601
364	2277	2606
364	2277	2609
364	2277	2610
365	2276	2609
365	2276	2609
365	2277	2610
365	2277	2609
366	2276	2609
367	2277	2608
369	2277	2608
370	2277	2608
370	2277	2609
370	2277	2608
370	2277	2609
371	2277	2608
371	2277	2607
371	2277	2607
372	2277	2604
372	2277	2594
372	2277	2577
372	2277	2557
372	2277	2532
372	2277	2503
372	2276	2471
370	2276	2439
369	2276	2411
367	2275	2393
367	2275	2383
364	2275	2383
362	2275	2393
362	2275	2412
362	2275	2438
362	2275	2469
362	2275	2508
362	2275	2550
362	2275	2588
362	2275	2615
362	2275	2630
361	2275	2630
361	2275	2624
361	2275	2608
363	2275	2584
363	2275	2555
363	2275	2524
364	2275	2492
365	2275	2455
365	2275	2420
365	2275	2387
364	2275	2358
364	2275	2336
364	2275	2318
365	2275	2303
365	2275	2294
365	2275	2290
366	2275	2290
367	2275	2289
369	2275	2289
370	2275	2290
372	2275	2291
375	2275	2291
376	2275	2293
378	2275	2296
381	2275	2300
383	2275	2305
385	2275	2313
390	2275	2324
395	2275	2336
398	2275	2349
401	2275	2359
405	2275	2369
408	2275	2380
411	2275	2399
412	2275	2422
413	2275	2446
414	2275	2471
416	2275	2499
420	2275	2526
424	2275	2551
428	2275	2570
433	2275	2583
437	2275	2594
441	2275	2604
445	2276	2615
450	2276	2624
454	2278	2632
459	2279	2641
463	2284	2648
467	2290	2656
470	2297	2663
472	2304	2671
474	2312	2677
475	2320	2682
475	2328	2690
476	2333	2699
476	2340	2708
478	2347	2715
481	2356	2723
485	2366	2731
489	2378	2742
495	2391	2752
502	2405	2763
510	2420	2772
519	2433	2776
529	2445	2778
539	2454	2778
548	2461	2778
558	2467	2779
566	2472	2780
574	2477	2782
582	2481	2783
590	2486	2783
596	2492	2784
601	2497	2785
607	2500	2786
613	2502	2785
618	2505	2786
624	2508	2785
629	2513	2785
637	2518	2785
643	2523	2785
650	2526	2786
657	2530	2785
664	2534	2786
671	2537	2786
680	2541	2788
688	2544	2789
696	2548	2791
703	2551	2792
711	2557	2793
721	2565	2794
731	2574	2797
743	2583	2800
754	2590	2805
765	2595	2811
776	2600	2816
787	2605	2822
797	2612	2827
806	2619	2831
812	2626	2832
816	2633	2832
819	2638	2832
820	2642	2831
820	2647	2832
820	2651	2832
819	2656	2832
819	2655	2832
818	2653	2832
816	2649	2832
811	2644	2832
804	2640	2832
797	2637	2832
790	2635	2832
784	2631	2832
777	2625	2832
771	2615	2832
767	2604	2832
766	2587	2832
765	2555	2832
764	2520	2830
761	2483	2825
758	2447	2814
755	2413	2802
752	2385	2788
749	2363	2774
748	2345	2758
747	2333	2741
745	2323	2725
744	2317	2712
744	2312	2701
744	2305	2690
744	2296	2681
744	2291	2673
744	2288	2669
742	2288	2669
740	2288	2669
738	2288	2669
734	2288	2668
732	2288	2668
730	2288	2668
726	2288	2669
723	2288	2670
720	2288	2671
717	2290	2673
714	2293	2682
713	2301	2693
713	2310	2706
713	2320	2722
714	2332	2737
716	2346	2751
716	2362	2763
716	2381	2774
723	2399	2786
735	2415	2796
751	2428	2804
767	2441	2812
786	2453	2817
805	2465	2820
825	2479	2823
846	2494	2827
869	2509	2831
893	2526	2839
918	2545	2847
940	2560	2856
966	2574	2867
991	2586	2879
1014	2596	2893
1037	2604	2906
1059	2610	2919
1084	2615	2932
1106	2621	2948
1127	2626	2965
1150	2629	2983
1172	2633	3001
1192	2636	3018
1213	2640	3035
1236	2644	3050
1260	2648	3068
1283	2652	3092
1308	2653	3122
1330	2653	3154
1351	2653	3187
1367	2653	3223
1376	2652	3264
1381	2649	3310
1382	2642	3358
1379	2631	3406
1374	2617	3455
1364	2606	3500
1352	2596	3547
1339	2582	3602
1327	2563	3662
1316	2539	3731
1305	2509	3804
1295	2483	3873
1286	2460	3936
1280	2438	3995
1275	2416	4047
1271	2398	4088
1267	2383	4120
1264	2373	4142
1262	2366	4159
1260	2357	4190
1257	2348	4217
1255	2340	4238
1253	2337	4247
1249	2337	4248
1245	2337	4246
1244	2341	4232
1243	2348	4209
1239	2356	4182
1237	2368	4146
1233	2384	4100
1228	2401	4051
1221	2421	3998
1214	2440	3944
1209	2459	3892
1204	2478	3841
1202	2496	3790
1200	2514	3741
1198	2533	3691
1196	2549	3641
1192	2565	3591
1190	2579	3541
1188	2592	3492
1188	2604	3444
1189	2613	3391
1188	2620	3334
1189	2622	3271
1191	2622	3203
1191	2620	3138
1191	2618	3077
