3968	3135
3854	3170
3854	3170
3852	3168
3846	3177
3854	3205
3858	3239
3851	3237
3854	3243
3852	3242
3856	3244
3849	3241
3847	3242
3852	3242
3847	3241
3854	3242
3853	3242
3850	3240
3855	3242
3853	3242
3852	3243
3857	3240
3866	3234
3859	3235
3865	3234
3865	3233
3865	3235
3873	3234
3863	3235
3867	3232
3863	3235
3862	3235
3869	3236
3863	3235
3867	3233
3864	3233
3865	3231
3866	3234
3870	3233
3868	3234
3865	3235
3828	3232
3793	3232
3794	3232
3791	3232
3794	3233
3793	3232
3794	3231
3791	3231
3770	3227
3727	3209
3653	3194
3596	3193
3557	3191
3561	3193
3552	3192
3569	3192
3567	3193
3565	3194
3562	3192
3564	3193
3515	3189
3479	3189
3488	3189
3488	3188
3487	3189
3485	3187
3487	3186
3485	3187
3484	3187
3486	3187
3485	3188
3482	3184
3512	3189
3634	3189
3724	3198
3802	3207
3865	3217
3870	3217
3866	3217
3861	3220
3852	3218
3855	3216
3852	3218
3856	3217
3852	3219
3851	3219
3852	3217
3854	3218
3854	3220
3850	3219
3847	3218
3850	3220
3850	3218
3849	3218
3847	3218
3823	3230
3820	3227
3816	3228
3815	3230
3818	3226
3814	3226
3818	3225
3817	3223
3819	3225
3818	3224
3819	3225
3823	3224
3818	3224
3819	3222
3792	3218
3791	3217
3790	3217
3787	3218
3789	3215
3787	3205
3781	3217
3782	3216
3789	3216
3789	3216
3788	3215
3793	3214
3778	3216
3778	3216
3789	3215
3789	3215
3749	3213
3681	3203
3617	3198
3554	3193
3485	3194
3485	3194
3384	3186
3562	3204
3567	3203
3562	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3569	3203
3957	3082
3937	3090
3939	3091
3948	3092
3939	3091
3949	3095
3951	3094
3948	3094
3949	3095
3949	3092
3949	3095
3952	3096
3952	3094
3959	3099
3965	3107
3966	3106
3967	3107
3968	3107
3968	3106
3968	3106
3971	3107
3971	3108
3971	3108
3971	3108
3969	3107
3969	3108
3972	3105
3970	3107
3971	3105
3972	3105
3972	3108
3970	3104
3973	3105
3966	3105
3965	3106
3967	3107
3963	3106
3967	3106
3965	3105
3966	3105
3967	3107
3965	3105
3967	3104
3968	3104
3966	3105
3967	3103
3968	3104
3971	3105
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
3968	3104
