3834	3232
3835	3235
3835	3235
3815	3235
3814	3231
3816	3229
3815	3232
3814	3231
3815	3231
3852	3232
3877	3232
3871	3232
3867	3231
3874	3229
3873	3231
3869	3232
3870	3229
3872	3229
3869	3229
3872	3230
3873	3229
3874	3230
3872	3228
3868	3232
3871	3230
3866	3234
3875	3230
3873	3231
3871	3231
3872	3228
3871	3232
3873	3228
3871	3231
3870	3228
3857	3202
3853	3186
3850	3169
3849	3175
3851	3173
3853	3169
3852	3173
3852	3173
3850	3170
3846	3174
3843	3185
3823	3216
3817	3223
3813	3229
3818	3225
3813	3227
3812	3226
3814	3223
3813	3222
3813	3236
3765	3237
3763	3238
3761	3235
3759	3238
3760	3237
3761	3238
3762	3238
3776	3239
3760	3241
3758	3238
3757	3240
3760	3240
3760	3236
3759	3240
3760	3240
3760	3237
3760	3238
3761	3237
3774	3220
3795	3189
3808	3171
3827	3149
3852	3140
3872	3130
3874	3129
3876	3132
3868	3126
3873	3131
3871	3130
3873	3129
3873	3128
3874	3128
3890	3122
3938	3098
3970	3084
3970	3083
3969	3087
3969	3085
3970	3093
3972	3094
3968	3095
3969	3094
3968	3093
3964	3093
3964	3093
3961	3092
3947	3102
3948	3101
3948	3101
3944	3101
3942	3101
3939	3101
3944	3103
3936	3100
3937	3102
3934	3104
3927	3104
3930	3102
3932	3103
3904	3120
3841	3123
3830	3127
3718	3192
3640	3205
3637	3207
3650	3208
3626	3203
3622	3202
3642	3209
3645	3205
3638	3205
3634	3205
3637	3205
3610	3211
3559	3230
3554	3234
3539	3233
3556	3238
3556	3237
3554	3236
3561	3240
3549	3235
3523	3245
3492	3244
3498	3247
3499	3247
3499	3245
3501	3246
3498	3246
3499	3248
3502	3248
3498	3246
3566	3231
3649	3197
3716	3171
3792	3154
3863	3134
3863	3134
3871	3136
3872	3137
3872	3139
3875	3136
3874	3135
3876	3138
3873	3135
3902	3124
3919	3109
3912	3111
3910	3111
3910	3111
3912	3110
3911	3110
3925	3108
3923	3109
3925	3112
3924	3110
3926	3109
3924	3110
3926	3109
3922	3110
3926	3110
3927	3107
3927	3111
3929	3110
3928	3110
3928	3110
3926	3110
3927	3109
3925	3108
3924	3107
3926	3109
3923	3111
3926	3110
3928	3113
3925	3110
3926	3110
3925	3111
3923	3107
3926	3107
3923	3109
3924	3110
3923	3108
3925	3109
3927	3111
3924	3109
3925	3109
3925	3109
3929	3109
3925	3111
3927	3108
3928	3109
3927	3110
3919	3109
3917	3108
3917	3110
3916	3108
3916	3113
3916	3109
3917	3111
3915	3110
3918	3110
3914	3110
3916	3110
3914	3110
3911	3110
3913	3108
3913	3111
3912	3109
3911	3109
3909	3110
3912	3108
3911	3112
3913	3110
3912	3113
3906	3108
3901	3109
3879	3111
3853	3109
3819	3104
3770	3101
3715	3098
3653	3087
3600	3087
3576	3095
3581	3094
3574	3089
3578	3094
3576	3091
3572	3092
3570	3089
3572	3094
3572	3089
3573	3092
3570	3093
3570	3091
3570	3089
3563	3088
3567	3090
3572	3090
3578	3101
3639	3114
3640	3117
3659	3128
3652	3145
3622	3158
3567	3172
3482	3181
3464	3194
3429	3205
3411	3208
3428	3212
3436	3210
3440	3211
3445	3208
3451	3207
3449	3209
3449	3207
3452	3210
3451	3208
3370	3221
2994	3241
3161	3234
3176	3232
3174	3231
3188	3232
3212	3227
3180	3227
3188	3229
3188	3229
3193	3236
3346	3238
3190	3232
3200	3232
3335	3226
3539	3222
3638	3211
3721	3211
3783	3211
3834	3214
3856	3216
3856	3217
3857	3216
3852	3216
3857	3217
3833	3217
3835	3215
3856	3220
3833	3213
3874	3201
3870	3201
3896	3172
3894	3165
3896	3154
3901	3164
3895	3165
3895	3165
3899	3163
3890	3147
3886	3133
3887	3131
3884	3129
3883	3132
3883	3130
3881	3129
3883	3129
3882	3131
3882	3127
3899	3129
3882	3130
3882	3128
3887	3130
3882	3129
3883	3128
3897	3129
3883	3129
3882	3128
3882	3121
3858	3119
3854	3118
3868	3120
3856	3119
3855	3121
3872	3119
3872	3119
3869	3115
3855	3118
3856	3119
3869	3116
3855	3119
3854	3120
3897	3121
3902	3126
3908	3127
3902	3122
3906	3126
3903	3133
3892	3128
3891	3128
3905	3123
3888	3126
3887	3129
3902	3125
3888	3124
3884	3124
3896	3122
3885	3126
3886	3126
3897	3127
3883	3124
3880	3123
3877	3131
3811	3143
3767	3149
3742	3157
3762	3153
3760	3149
3764	3153
3758	3148
3758	3149
3761	3151
3758	3149
3759	3147
3774	3148
3784	3131
3809	3119
3833	3112
3823	3113
3822	3112
3835	3112
3821	3112
3836	3113
3840	3111
3837	3111
3836	3107
3836	3112
3836	3112
3835	3113
3834	3112
3834	3111
3837	3112
3836	3113
3834	3112
3832	3112
3836	3113
3816	3109
3770	3102
3747	3103
3753	3104
3750	3104
3746	3102
3749	3104
3746	3104
3746	3104
3747	3104
3743	3102
3744	3102
3740	3101
3742	3100
3744	3104
3709	3128
3641	3160
3548	3193
3457	3224
3448	3225
3443	3226
3447	3227
3441	3225
3446	3226
3441	3229
3440	3225
3447	3228
3438	3227
3444	3226
3448	3226
3440	3225
3444	3227
3444	3224
3441	3226
3443	3225
3442	3227
3441	3225
3442	3229
3439	3227
3445	3224
3465	3226
3440	3222
3446	3223
3447	3221
3448	3224
3445	3221
3447	3224
3444	3225
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
3403	3285
