2947	4032	233
2947	4032	233
2946	4032	233
2946	4032	233
2946	4032	233
2945	4032	233
2945	4032	233
2944	4031	234
2943	4031	233
2942	4031	234
2941	4031	234
2940	4032	234
2938	4031	234
2936	4031	235
2935	4031	235
2933	4031	235
2931	4031	235
2928	4031	235
2925	4031	235
2922	4031	235
2917	4031	235
2913	4031	236
2908	4031	236
2902	4031	236
2895	4031	237
2889	4031	240
2883	4031	243
2877	4031	247
2872	4031	250
2868	4031	254
2863	4031	258
2858	4031	261
2855	4031	265
2852	4030	270
2850	4030	274
2848	4029	276
2846	4027	278
2844	4024	279
2841	4022	281
2838	4018	283
2835	4015	286
2832	4011	290
2828	4006	295
2824	3998	301
2818	3991	308
2812	3982	313
2808	3976	321
2801	3966	329
2797	3960	333
2792	3954	338
2787	3947	344
2781	3940	351
2773	3930	359
2764	3918	364
2757	3909	370
2748	3898	376
2739	3888	383
2733	3880	389
2729	3876	393
2725	3870	397
2722	3866	401
2721	3862	402
2720	3857	405
2721	3854	408
2720	3848	412
2721	3843	415
2720	3837	421
2721	3828	428
2720	3820	431
2720	3811	439
2721	3798	446
2720	3782	454
2720	3765	460
2720	3745	463
2720	3729	467
2721	3711	467
2720	3690	467
2720	3675	466
2721	3655	466
2720	3642	466
2721	3624	466
2721	3606	465
2720	3595	465
2721	3585	465
2721	3577	463
2721	3566	462
2720	3558	461
2720	3547	458
2721	3536	453
2720	3527	447
2720	3521	443
2720	3516	439
2720	3510	435
2718	3505	433
2712	3501	430
2703	3496	428
2695	3492	428
2686	3488	428
2675	3485	427
2661	3483	426
2648	3482	426
2634	3481	425
2616	3479	425
2602	3479	424
2584	3477	423
2566	3475	422
2551	3474	422
2536	3474	422
2524	3474	421
2509	3474	418
2494	3474	415
2479	3474	412
2464	3474	412
2451	3474	412
2440	3474	412
2430	3474	412
2421	3474	412
2411	3474	412
2405	3474	412
2397	3474	412
2389	3474	412
2380	3473	412
2372	3470	412
2364	3469	412
2354	3466	412
2345	3464	411
2333	3460	411
2324	3457	411
2316	3456	411
2308	3455	410
2302	3455	411
2298	3455	410
2295	3455	411
2295	3455	411
2294	3454	410
2295	3453	410
2295	3452	411
2294	3451	411
2294	3451	410
2294	3450	409
2295	3449	408
2295	3448	408
2295	3447	408
2295	3445	406
2295	3443	404
2296	3441	398
2296	3439	387
2296	3436	368
2296	3433	337
2295	3427	297
2296	3423	278
2297	3416	250
2298	3409	230
2298	3405	223
2299	3403	226
2299	3403	227
2299	3403	226
2298	3403	221
2298	3401	217
2298	3399	212
2299	3396	206
2298	3394	201
2298	3392	193
2299	3390	184
2298	3387	176
2299	3384	167
2299	3380	163
2299	3376	157
2298	3373	152
2299	3367	148
2299	3363	147
2298	3359	145
2298	3352	144
2298	3346	143
2298	3339	142
2298	3331	137
2296	3319	134
2296	3307	132
2294	3299	130
2292	3290	128
2289	3282	126
2285	3275	124
2280	3266	121
2275	3258	120
2272	3250	118
2265	3243	116
2260	3237	115
2254	3233	115
2249	3232	115
2247	3232	115
